text,cmp_code,party_id,date
Arts Council funding was increased to 380 million in 2007.,502,53620,200705
This builds on earlier increases of about 80% between 1997 and 2002.,502,53620,200705
"There have also been significant increases in expenditure for our National cultural institutions,",502,53620,200705
"the Irish Film Board, the regional arts infrastructure programme",502,53620,200705
and the National Gallery.,502,53620,200705
"We established Culture Ireland, a new body for promoting Irish Arts abroad.",502,53620,200705
"In addition, we have comprehensively overhauled the legislation governing institutional and policy arrangements in the sector.",502,53620,200705
"For example, our Arts Act 2003 defined for the first time in law the role and functions of government in relation to the promotion of the arts inside and outside the State.",502,53620,200705
We are committed to implementing a range of next steps forward for the Arts which will see participation broaden and deepen in the next five years.,502,53620,200705
"Ensure the implementation of a national, comprehensive strategy for the Arts and Education, beginning at pre-primary and extending from there.",506,53620,200705
"Support training and professional development for the performing arts by creating, enhancing and extending modules of in-service training.",502,53620,200705
Support measures that are child centred in arts and cultural programmes,502,53620,200705
and develop and enhance child centred policies that impact throughout the country.,502,53620,200705
"Encourage and support the strategic development of the arts in local communities,",301,53620,200705
"both geographic and communities of interest, for the disadvantaged and for minority groups.",705,53620,200705
"Encourage, promote and foster volunteerism in the arts,",502,53620,200705
odrawing on our successful development of volunteerism in sports.,502,53620,200705
"Establish an affiliation of Irish traditional musicians, on the Aosdána model,",502,53620,200705
to honour and assist those who have made an outstanding contribution to Irish traditional music through their musicianship and dedication to teaching the music.,502,53620,200705
"Develop a new policy to create and sustain employment in the arts,",502,53620,200705
"particularly arts employment that can market, operate and develop our local arts infrastructure.",502,53620,200705
Provide new tax and other incentives aimed at making cultural and educational philanthropy more attractive.,502,53620,200705
"In recognition that higher economic growth can benefit the arts,",502,53620,200705
"we will encourage the full participation of the private and corporate sector in supporting the development of our arts infrastructure, and arts programmes and services.",502,53620,200705
Continue to support the development of the traditional arts.,408,53620,200705
Create a new combined Cultural Visa and Work Permit that simplifies and speeds up entry by incoming artists and groups to Ireland.,502,53620,200705
